File,Heading,Heading-Label,Chapter,Chapter-Label,Article,Article-Label,Item,Description,Year,Amount
2008.csv,A-2,Administrative Expenditure,A-22,Movable Property,A-225,Documentation and Library Expenditure,A-2250,"Library expenses, purchase of books, subscriptions to newspapers and periodicals",2007,6000
2008.csv,A-2,Administrative Expenditure,A-22,Movable Property,A-225,Documentation and Library Expenditure,A-2250,"Library expenses, purchase of books, subscriptions to newspapers and periodicals",2008,10000
2008.csv,A-2,Administrative Expenditure,A-22,Movable Property,A-225,Documentation and Library Expenditure,A-2251,Open sourcesp.m.    p.m.  Chapter 2 2 — Total,2007,426000
2008.csv,A-2,Administrative Expenditure,A-22,Movable Property,A-225,Documentation and Library Expenditure,A-2251,Open sourcesp.m.    p.m.  Chapter 2 2 — Total,2008,107000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-230,Stationary and Office Supplies,,Stationery and office supplies,2007,100000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-230,Stationary and Office Supplies,,Stationery and office supplies,2008,120000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-231,Miscellaneous Administrative Expenditure,,Financial charges,2007,50000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-231,Miscellaneous Administrative Expenditure,,Financial charges,2008,25000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-231,Miscellaneous Administrative Expenditure,A-2310,Bank charges,2007,20000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-231,Miscellaneous Administrative Expenditure,A-2310,Bank charges,2008,10000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-231,Miscellaneous Administrative Expenditure,A-2311,Exchange-rate losses,2007,30000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-231,Miscellaneous Administrative Expenditure,A-2311,Exchange-rate losses,2008,15000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-233,Legal Expenditure and Damages,,Legal expenses and damages,2007,20000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-233,Legal Expenditure and Damages,,Legal expenses and damages,2008,25000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-233,Legal Expenditure and Damages,A-2330,Legal expenses,2007,20000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-233,Legal Expenditure and Damages,A-2330,Legal expenses,2008,20000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-233,Legal Expenditure and Damages,A-2331,Damages and compensationp.m.,2007,5000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-233,Legal Expenditure and Damages,A-2331,Damages and compensationp.m.,2008,5000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-234,Auditing,,Other administrative expenditure,2007,223000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-234,Auditing,,Other administrative expenditure,2008,389000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-234,Auditing,A-2340,"Miscellaneous insurance, transportation of goods, departmental removals and associated handling costs",2007,20000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-234,Auditing,A-2340,"Miscellaneous insurance, transportation of goods, departmental removals and associated handling costs",2008,20000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-234,Auditing,A-2341,Uniforms and working clothes,2007,16000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-234,Auditing,A-2341,Uniforms and working clothes,2008,20000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-234,Auditing,A-2342,Translation services,2007,97000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-234,Auditing,A-2342,Translation services,2008,172000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-234,Auditing,A-2343,"Official publications, tender publications and reproduction of documents",2007,78000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-234,Auditing,A-2343,"Official publications, tender publications and reproduction of documents",2008,158000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-234,Auditing,A-2344,Petty expenditure,2007,12000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-234,Auditing,A-2344,Petty expenditure,2008,19000
2008.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-235,Security of Buildings and Persons,,Communication and information activities,2007,10000
2008.csv,A-2,Administrative Expenditure,A-24,Postal expenditure,A-240,Postal Expenditure,,Postal and delivery charges,2007,18000
2008.csv,A-2,Administrative Expenditure,A-24,Postal expenditure,A-240,Postal Expenditure,,Postal and delivery charges,2008,10000
2008.csv,A-2,Administrative Expenditure,A-24,Postal expenditure,A-241,Telecommunications,,Telecommunications,2007,410000
2008.csv,A-2,Administrative Expenditure,A-24,Postal expenditure,A-241,Telecommunications,,Telecommunications,2008,433000
2008.csv,A-2,Administrative Expenditure,A-24,Postal expenditure,A-241,Telecommunications,A-2410,Telecommunications subscriptions and charges,2007,379000
2008.csv,A-2,Administrative Expenditure,A-24,Postal expenditure,A-241,Telecommunications,A-2410,Telecommunications subscriptions and charges,2008,402000
2008.csv,A-2,Administrative Expenditure,A-24,Postal expenditure,A-241,Telecommunications,A-2411,"Purchase, installation and maintenance of telecommunications equipment and material",2007,31000
2008.csv,A-2,Administrative Expenditure,A-24,Postal expenditure,A-241,Telecommunications,A-2411,"Purchase, installation and maintenance of telecommunications equipment and material",2008,31000
2008.csv,A-2,Administrative Expenditure,A-24,Postal expenditure,A-241,Telecommunications,A-2412,Maintenance of telecommunications equipment and materialp.m.    p.m.      p.m.      p.m.  Chapter 2 4 — Total,2007,428000
2008.csv,A-2,Administrative Expenditure,A-24,Postal expenditure,A-241,Telecommunications,A-2412,Maintenance of telecommunications equipment and materialp.m.    p.m.      p.m.      p.m.  Chapter 2 4 — Total,2008,443000
2008.csv,A-2,Administrative Expenditure,A-25,Non-operational Meetings,A-250,Management and Board Meetings,,Management Board meetings,2007,286500
2008.csv,A-2,Administrative Expenditure,A-25,Non-operational Meetings,A-250,Management and Board Meetings,,Management Board meetings,2008,610000
2008.csv,A-2,Administrative Expenditure,A-25,Non-operational Meetings,A-250,Management and Board Meetings,A-2500,Interpretation services and equipment,2007,101500
2008.csv,A-2,Administrative Expenditure,A-25,Non-operational Meetings,A-250,Management and Board Meetings,A-2500,Interpretation services and equipment,2008,335000
2008.csv,A-2,Administrative Expenditure,A-25,Non-operational Meetings,A-250,Management and Board Meetings,A-2501,Travel and subsistence costs of delegates,2007,150000
2008.csv,A-2,Administrative Expenditure,A-25,Non-operational Meetings,A-250,Management and Board Meetings,A-2501,Travel and subsistence costs of delegates,2008,175000
2008.csv,A-2,Administrative Expenditure,A-25,Non-operational Meetings,A-250,Management and Board Meetings,A-2502,Other expenditure,2007,35000
2008.csv,A-2,Administrative Expenditure,A-25,Non-operational Meetings,A-250,Management and Board Meetings,A-2502,Other expenditure,2008,100000
2008.csv,A-2,Administrative Expenditure,A-25,Non-operational Meetings,A-251,Other Meetings and Visits,,Other meetings and visits,2007,150000
2008.csv,A-2,Administrative Expenditure,A-26,Auditing,A-260,Auditing,,Auditing,2008,340000
2008.csv,A-2,Administrative Expenditure,A-26,Auditing,A-260,Auditing,A-2600,Auditing,2008,40000
2008.csv,A-2,Administrative Expenditure,A-26,Auditing,A-260,Auditing,A-2601,Evaluation,2008,300000
2008.csv,A-2,Administrative Expenditure,A-20,Rental of Buildings,A-200,Rent,A-2008.0,Chapter 2 6 - Total,2007,50000
2008.csv,A-2,Administrative Expenditure,A-20,Rental of Buildings,A-200,Rent,A-2008.0,Chapter 2 6 - Total,2008,5266500
2008.csv,A-3,Operational Activities,A-30,Joint Operations,A-300,Operations and Pilot Projects: Land Borders,,"Operations and pilot projects etc., land borders",2007,3600000
2008.csv,A-3,Operational Activities,A-30,Joint Operations,A-300,Operations and Pilot Projects: Land Borders,,"Operations and pilot projects etc., land borders",2008,4150000
2008.csv,A-3,Operational Activities,A-30,Joint Operations,A-301,Operation and Pilot Projects: Sea borders,,"Operations and pilot projects etc., sea borders",2007,1.4465E7
2008.csv,A-3,Operational Activities,A-30,Joint Operations,A-301,Operation and Pilot Projects: Sea borders,,"Operations and pilot projects etc., sea borders",2008,3.11E7
2008.csv,A-3,Operational Activities,A-30,Joint Operations,A-302,Operations and Pilot Projects: Air Borders,,"Operations and pilot projects etc., air borders",2007,1800000
2008.csv,A-3,Operational Activities,A-30,Joint Operations,A-302,Operations and Pilot Projects: Air Borders,,"Operations and pilot projects etc., air borders",2008,2070000
2008.csv,A-3,Operational Activities,A-30,Joint Operations,A-303,Operations and Pilot Projects Combined,,"Operations and pilot projects etc., combined",2007,400000
2008.csv,A-3,Operational Activities,A-30,Joint Operations,A-304,Pooled Resources,,Pooled Resources,2007,1100000
2008.csv,A-3,Operational Activities,A-30,Joint Operations,A-304,Pooled Resources,,Pooled Resources,2008,1130000
2008.csv,A-3,Operational Activities,A-30,Joint Operations,A-305,Return Cooperation,,Return co-operation,2007,600000
2008.csv,A-3,Operational Activities,A-30,Joint Operations,A-305,Return Cooperation,,Return co-operation,2008,560000
2008.csv,A-3,Operational Activities,A-31,Risk analysis and situation center,A-310,Risk Analysis,,Risk analysis,2007,870000
2008.csv,A-3,Operational Activities,A-31,Risk analysis and situation center,A-310,Risk Analysis,,Risk analysis,2008,1760000
2008.csv,A-3,Operational Activities,A-32,Training,A-320,Training,,Training,2007,3505000
2008.csv,A-3,Operational Activities,A-32,Training,A-320,Training,,Training,2008,6410000
2008.csv,A-3,Operational Activities,A-33,Research and development ,A-330,Research and Development,,Research and development,2007,350000
2008.csv,A-3,Operational Activities,A-33,Research and development ,A-330,Research and Development,,Research and development,2008,600000
2008.csv,A-3,Operational Activities,A-34,Pooled Resources,A-340,Pooled Resources,,Management of technical equipment    p.m.   Incorporated in Article 304 Chapter 3 4 — Total    p.m.      p.m.      p.m.      p.m.      p.m.  ,2007,35
2008.csv,A-3,Operational Activities,A-34,Pooled Resources,A-340,Pooled Resources,,Management of technical equipment    p.m.   Incorporated in Article 304 Chapter 3 4 — Total    p.m.      p.m.      p.m.      p.m.      p.m.  ,2008,175000
2008.csv,A-3,Operational Activities,A-35,Miscellaneous Operational Activities,A-350,Miscellaneous Operational Activities,,Miscellaneous operational activities,2007,150000
2008.csv,A-3,Operational Activities,A-35,Miscellaneous Operational Activities,A-350,Miscellaneous Operational Activities,,Miscellaneous operational activities,2008,1855000
2008.csv,A-3,Operational Activities,A-35,Miscellaneous Operational Activities,A-350,Miscellaneous Operational Activities,A-3500,Operational Missions not linked to a project,2008,175000
2008.csv,A-3,Operational Activities,A-35,Miscellaneous Operational Activities,A-350,Miscellaneous Operational Activities,A-3500,IT services for Operational activities,2007,1680000
2008.csv,A-3,Operational Activities,A-35,Miscellaneous Operational Activities,A-350,Miscellaneous Operational Activities,A-3500,IT services for Operational activities,2008,175000
2008.csv,A-3,Operational Activities,A-39,Operational Reserve,A-390,Reserve,,Reserve,2007,656300
2008.csv,A-3,Operational Activities,A-39,Operational Reserve,A-390,Reserve,,Reserve,2008,1000000
2007.csv,A-1,Staff,A-11,Staff in Active Employment,A-110,Temporary Staff,,Temporary staff holding a post provided for in the establishment plan,2005,936000
2007.csv,A-1,Staff,A-11,Staff in Active Employment,A-110,Temporary Staff,,Temporary staff holding a post provided for in the establishment plan,2006,911000
2007.csv,A-1,Staff,A-11,Staff in Active Employment,A-111,Other Staff,,Other staff,2005,612000
2007.csv,A-1,Staff,A-11,Staff in Active Employment,A-111,Other Staff,,Other staff,2006,2682400
2007.csv,A-1,Staff,A-11,Staff in Active Employment,A-113,Employers Social Security contributions for Temporary Staff,,Employer's social security contributions for temporary agents,2006,44900
2007.csv,A-1,Staff,A-11,Staff in Active Employment,A-114,Miscellaneous allowances and grants for Temporary Staff,,Miscellaneous allowances and grants for temporary agents,2006,14200
2007.csv,A-1,Staff,A-11,Staff in Active Employment,A-118,Allowances and expenses on Entering or leaving service,,Allowances and expenses on entering and leaving the service and on transfer,2006,381000
2007.csv,A-1,Staff,A-12,Recruitment,A-120,Recruitment,,Recruitment,2005,150000
2007.csv,A-1,Staff,A-12,Recruitment,A-120,Recruitment,,Recruitment,2006,79000
2007.csv,A-1,Staff,A-13,Administrative Missions,A-130,Administrative Missions,,Administrative missions,2005,19200
2007.csv,A-1,Staff,A-13,Administrative Missions,A-130,Administrative Missions,,Administrative missions,2006,275000
2007.csv,A-1,Staff,A-14,Sociomedical Infrastructure,A-141,Medical Service,,Medical service,2006,1500
2007.csv,A-1,Staff,A-14,Sociomedical Infrastructure,A-143,Other Expenditure,,Other expenditure,2006,1000
2007.csv,A-1,Staff,A-15,Other staff related expenses,A-150,Training and Information of Staff,,Training and information of staff,2006,25000
2007.csv,A-1,Staff,A-15,Other staff related expenses,A-151,Supplementary Services,,Supplementary services,2006,403000
2007.csv,A-1,Staff,A-16,Social Welfare,A-161,Social Events,,Social events,2006,10000
2007.csv,A-1,Staff,A-17,Entertainment and Representation expenses,A-170,Entertainment and Representation Expenses,,Entertainment and representation expenses,2005,5500
2007.csv,A-1,Staff,A-17,Entertainment and Representation expenses,A-170,Entertainment and Representation Expenses,,Entertainment and representation expenses,2006,35000
2007.csv,A-2,Administrative Expenditure,A-20,Rental of Buildings,A-201,Insurance,,Insurance,2005,3000
2007.csv,A-2,Administrative Expenditure,A-20,Rental of Buildings,A-201,Insurance,,Insurance,2006,5500
2007.csv,A-2,Administrative Expenditure,A-20,Rental of Buildings,A-202,"Water, Gas, Electricity and Heating",,"Water, gas, electricity and heating",2006,10000
2007.csv,A-2,Administrative Expenditure,A-20,Rental of Buildings,A-203,Cleaning and Maintenance,,Cleaning and maintenance,2005,25000
2007.csv,A-2,Administrative Expenditure,A-20,Rental of Buildings,A-203,Cleaning and Maintenance,,Cleaning and maintenance,2006,30000
2007.csv,A-2,Administrative Expenditure,A-20,Rental of Buildings,A-204,Furnishing of Premises,,Furnishing of premises,2005,55000
2007.csv,A-2,Administrative Expenditure,A-20,Rental of Buildings,A-204,Furnishing of Premises,,Furnishing of premises,2006,100000
2007.csv,A-2,Administrative Expenditure,A-20,Rental of Buildings,A-205,Security of Buildings and Persons,,Security of buildings and persons,2005,235000
2007.csv,A-2,Administrative Expenditure,A-20,Rental of Buildings,A-205,Security of Buildings and Persons,,Security of buildings and persons,2006,100000
2007.csv,A-2,Administrative Expenditure,A-20,Rental of Buildings,A-208,Other Expenditure,,Expenditure preliminary to the rental of immovable property,2006,8000
2007.csv,A-2,Administrative Expenditure,A-21,Data Processing and Telecommunication,A-210,Costs of Equipment and Data Processing Related Expenditure,,Costs of equipment and data-processing related expenditure,2005,100000
2007.csv,A-2,Administrative Expenditure,A-21,Data Processing and Telecommunication,A-210,Costs of Equipment and Data Processing Related Expenditure,,Costs of equipment and data-processing related expenditure,2006,478000
2007.csv,A-2,Administrative Expenditure,A-22,Movable Property,A-220,Technical Equipment and Installations,,Technical equipment and installations,2006,10000
2007.csv,A-2,Administrative Expenditure,A-22,Movable Property,A-221,Furniture,,Furniture,2005,25000
2007.csv,A-2,Administrative Expenditure,A-22,Movable Property,A-221,Furniture,,Furniture,2006,125000
2007.csv,A-2,Administrative Expenditure,A-22,Movable Property,A-223,Transport Equipment,,Transport equipment,2005,100000
2007.csv,A-2,Administrative Expenditure,A-22,Movable Property,A-223,Transport Equipment,,Transport equipment,2006,41000
2007.csv,A-2,Administrative Expenditure,A-22,Movable Property,A-225,Documentation and Library Expenditure,,Documentation and library expenditure,2005,4000
2007.csv,A-2,Administrative Expenditure,A-22,Movable Property,A-225,Documentation and Library Expenditure,,Documentation and library expenditure,2006,6000
2007.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-230,Stationary and Office Supplies,,Stationery and office supplies,2006,40000
2007.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-231,Miscellaneous Administrative Expenditure,,Financial charges,2006,10000
2007.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-233,Legal Expenditure and Damages,,Legal expenses and damages,2006,5000
2007.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-234,Auditing,,Other administrative expenditure,2006,45000
2007.csv,A-2,Administrative Expenditure,A-23,Current Administrative expenditure,A-235,Security of Buildings and Persons,,Communication and information activities,2006,7500
2007.csv,A-2,Administrative Expenditure,A-24,Postal expenditure,A-240,Postal Expenditure,,Postal and delivery charges,2006,6000
2007.csv,A-2,Administrative Expenditure,A-24,Postal expenditure,A-241,Telecommunications,,Telecommunications,2006,97500
2007.csv,A-2,Administrative Expenditure,A-25,Non-operational Meetings,A-250,Management and Board Meetings,,Management Board meetings,2005,100000
2007.csv,A-2,Administrative Expenditure,A-25,Non-operational Meetings,A-250,Management and Board Meetings,,Management Board meetings,2006,234000
2007.csv,A-2,Administrative Expenditure,A-25,Non-operational Meetings,A-251,Other Meetings and Visits,,Other meetings and visits,2006,10000
2007.csv,A-3,Operational Activities,A-30,Joint Operations,A-300,Operations and Pilot Projects: Land Borders,,"Operations and pilot projects etc., land borders",2006,910000
2007.csv,A-3,Operational Activities,A-30,Joint Operations,A-301,Operation and Pilot Projects: Sea borders,,"Operations and pilot projects etc., sea borders",2006,9229300
2007.csv,A-3,Operational Activities,A-30,Joint Operations,A-302,Operations and Pilot Projects: Air Borders,,"Operations and pilot projects etc., air borders",2006,315000
2007.csv,A-3,Operational Activities,A-30,Joint Operations,A-303,Operations and Pilot Projects Combined,,"Operations and pilot projects etc., combined",2006,310000
2007.csv,A-3,Operational Activities,A-30,Joint Operations,A-305,Return Cooperation,,Return co-operation,2006,325000
2007.csv,A-3,Operational Activities,A-31,Risk analysis and situation center,A-310,Risk Analysis,,Risk analysis,2005,80000
2007.csv,A-3,Operational Activities,A-31,Risk analysis and situation center,A-310,Risk Analysis,,Risk analysis,2006,187000
2007.csv,A-3,Operational Activities,A-32,Training,A-320,Training,,Training,2005,250000
2007.csv,A-3,Operational Activities,A-32,Training,A-320,Training,,Training,2006,1060000
2007.csv,A-3,Operational Activities,A-33,Research and development ,A-330,Research and Development,,Research and development,2005,100000
2007.csv,A-3,Operational Activities,A-33,Research and development ,A-330,Research and Development,,Research and development,2006,120000
2007.csv,A-3,Operational Activities,A-34,Pooled Resources,A-340,Pooled Resources,,Management of technical equipment,2006,10000
2007.csv,A-3,Operational Activities,A-35,Miscellaneous Operational Activities,A-350,Miscellaneous Operational Activities,,Miscellaneous operational activities,2006,100000
2007.csv,A-3,Operational Activities,A-39,Operational Reserve,A-390,Reserve,,Reserve,2006,500000
